company_name,status,data_points,output_file,csv_row,error
BASF India Ltd,success,98.0,esg_outputs\BASF_India_Ltd_esg.json,125,
UNO Minda Ltd-,success,98.0,esg_outputs\UNO_Minda_Ltd-_esg.json,126,
Fortis Healthcare Ltd,success,98.0,esg_outputs\Fortis_Healthcare_Ltd_esg.json,127,
Punjab & Sind Bank,success,98.0,esg_outputs\Punjab___Sind_Bank_esg.json,128,
Pricol Ltd,success,98.0,esg_outputs\Pricol_Ltd_esg.json,129,
Ugar Sugar Works Ltd-,success,98.0,esg_outputs\Ugar_Sugar_Works_Ltd-_esg.json,130,
MRF Ltd,success,98.0,esg_outputs\MRF_Ltd_esg.json,131,
Alldigi Tech Ltd,failed,,,132,PDF download failed
PTC India Ltd,success,98.0,esg_outputs\PTC_India_Ltd_esg.json,133,
JK Tyre & Industries Ltd,success,98.0,esg_outputs\JK_Tyre___Industries_Ltd_esg.json,134,
Kokuyo Camlin Ltd-,success,98.0,esg_outputs\Kokuyo_Camlin_Ltd-_esg.json,135,
TBO TEK Ltd,success,98.0,esg_outputs\TBO_TEK_Ltd_esg.json,136,
Esab India Ltd,success,98.0,esg_outputs\Esab_India_Ltd_esg.json,137,
MM Forgings Ltd-,success,98.0,esg_outputs\MM_Forgings_Ltd-_esg.json,138,
Divis Laboratories Ltd,success,98.0,esg_outputs\Divis_Laboratories_Ltd_esg.json,139,
IG Petrochemicals Ltd,success,98.0,esg_outputs\IG_Petrochemicals_Ltd_esg.json,140,
DCB Bank Ltd,failed,,,141,PDF download failed
