company_name,status,data_points,output_file,csv_row,error
BASF India Ltd,success,98.0,esg_outputs\BASF_India_Ltd_esg.json,125,
UNO Minda Ltd-,success,98.0,esg_outputs\UNO_Minda_Ltd-_esg.json,126,
Fortis Healthcare Ltd,success,98.0,esg_outputs\Fortis_Healthcare_Ltd_esg.json,127,
Punjab & Sind Bank,success,98.0,esg_outputs\Punjab___Sind_Bank_esg.json,128,
Pricol Ltd,success,98.0,esg_outputs\Pricol_Ltd_esg.json,129,
Ugar Sugar Works Ltd-,success,98.0,esg_outputs\Ugar_Sugar_Works_Ltd-_esg.json,130,
MRF Ltd,success,98.0,esg_outputs\MRF_Ltd_esg.json,131,
Alldigi Tech Ltd,failed,,,132,PDF download failed
PTC India Ltd,success,98.0,esg_outputs\PTC_India_Ltd_esg.json,133,
JK Tyre & Industries Ltd,success,98.0,esg_outputs\JK_Tyre___Industries_Ltd_esg.json,134,
Kokuyo Camlin Ltd-,success,98.0,esg_outputs\Kokuyo_Camlin_Ltd-_esg.json,135,
TBO TEK Ltd,success,98.0,esg_outputs\TBO_TEK_Ltd_esg.json,136,
Esab India Ltd,success,98.0,esg_outputs\Esab_India_Ltd_esg.json,137,
MM Forgings Ltd-,success,98.0,esg_outputs\MM_Forgings_Ltd-_esg.json,138,
Divis Laboratories Ltd,success,98.0,esg_outputs\Divis_Laboratories_Ltd_esg.json,139,
IG Petrochemicals Ltd,success,98.0,esg_outputs\IG_Petrochemicals_Ltd_esg.json,140,
DCB Bank Ltd,failed,,,141,PDF download failed
United Breweries Ltd-,success,98.0,esg_outputs\United_Breweries_Ltd-_esg.json,142,
EID Parry India Ltd,success,98.0,esg_outputs\EID_Parry_India_Ltd_esg.json,143,
Go Digit General Insurance Ltd,failed,,,144,PDF download failed
Bajaj Holdings & Investment Ltd,failed,,,145,PDF download failed
Godrej Agrovet Ltd,failed,,,146,PDF download failed
Greenpanel Industries Ltd,failed,,,147,PDF download failed
TTK Prestige Ltd,success,98.0,esg_outputs\TTK_Prestige_Ltd_esg.json,148,
Dwarikesh Sugar Industries Ltd,failed,,,149,PDF download failed
WPIL Ltd,failed,,,150,PDF download failed
Fairchem Organics Ltd,failed,,,151,PDF download failed
Arvind SmartSpaces Ltd,failed,,,152,PDF download failed
Bharat Forge Ltd,failed,,,153,PDF download failed
DCM Shriram Industries Ltd-,success,98.0,esg_outputs\DCM_Shriram_Industries_Ltd-_esg.json,154,
Uflex Ltd,success,98.0,esg_outputs\Uflex_Ltd_esg.json,155,
Praj Industries Ltd,success,98.0,esg_outputs\Praj_Industries_Ltd_esg.json,156,
PTC India Financial Services Ltd,success,98.0,esg_outputs\PTC_India_Financial_Services_Ltd_esg.json,157,
Data Patterns (India) Ltd,success,98.0,esg_outputs\Data_Patterns__India__Ltd_esg.json,158,
Balaji Amines Ltd-,success,98.0,esg_outputs\Balaji_Amines_Ltd-_esg.json,159,
UNO Minda Ltd-,success,98.0,esg_outputs\UNO_Minda_Ltd-_esg.json,160,
Prism Johnson Ltd,success,98.0,esg_outputs\Prism_Johnson_Ltd_esg.json,161,
Dhunseri Ventures Ltd-,success,98.0,esg_outputs\Dhunseri_Ventures_Ltd-_esg.json,162,
Mankind Pharma Ltd,success,98.0,esg_outputs\Mankind_Pharma_Ltd_esg.json,163,
Andhra Paper Ltd,success,98.0,esg_outputs\Andhra_Paper_Ltd_esg.json,164,
Cummins India Ltd,success,98.0,esg_outputs\Cummins_India_Ltd_esg.json,165,
Chalet Hotels Ltd,success,98.0,esg_outputs\Chalet_Hotels_Ltd_esg.json,166,
Tamilnad Mercantile Bank Ltd,success,98.0,esg_outputs\Tamilnad_Mercantile_Bank_Ltd_esg.json,167,
ITD Cementation India Ltd,success,98.0,esg_outputs\ITD_Cementation_India_Ltd_esg.json,168,
Carborundum Universal Ltd,success,98.0,esg_outputs\Carborundum_Universal_Ltd_esg.json,169,
Sapphire Foods India Ltd,success,98.0,esg_outputs\Sapphire_Foods_India_Ltd_esg.json,170,
Radico Khaitan Ltd,success,98.0,esg_outputs\Radico_Khaitan_Ltd_esg.json,171,
Usha Martin Ltd,success,98.0,esg_outputs\Usha_Martin_Ltd_esg.json,172,
Shilchar Technologies Ltd,success,98.0,esg_outputs\Shilchar_Technologies_Ltd_esg.json,173,
Hercules Hoists Ltd,success,98.0,esg_outputs\Hercules_Hoists_Ltd_esg.json,174,
Updater Services Ltd,success,98.0,esg_outputs\Updater_Services_Ltd_esg.json,175,
DCM Shriram Ltd,success,98.0,esg_outputs\DCM_Shriram_Ltd_esg.json,176,
Marksans Pharma Ltd,success,98.0,esg_outputs\Marksans_Pharma_Ltd_esg.json,177,
Zydus Lifesciences Ltd,success,98.0,esg_outputs\Zydus_Lifesciences_Ltd_esg.json,178,
Insecticides (India) Ltd,success,98.0,esg_outputs\Insecticides__India__Ltd_esg.json,179,
Arvind Ltd,failed,,,180,PDF download failed
Saksoft Ltd,success,98.0,esg_outputs\Saksoft_Ltd_esg.json,181,
Godrej Consumer Products Ltd,success,98.0,esg_outputs\Godrej_Consumer_Products_Ltd_esg.json,182,
Sequent Scientific Ltd,success,98.0,esg_outputs\Sequent_Scientific_Ltd_esg.json,183,
Precision Wires India Ltd,success,98.0,esg_outputs\Precision_Wires_India_Ltd_esg.json,184,
Granules India Ltd-,success,98.0,esg_outputs\Granules_India_Ltd-_esg.json,185,
The Ramco Cements Ltd,success,98.0,esg_outputs\The_Ramco_Cements_Ltd_esg.json,186,
Matrimony.com Ltd,success,98.0,esg_outputs\Matrimony_com_Ltd_esg.json,187,
Mukand Ltd,success,98.0,esg_outputs\Mukand_Ltd_esg.json,188,
AU Small Finance Bank Ltd,success,98.0,esg_outputs\AU_Small_Finance_Bank_Ltd_esg.json,189,
Wockhardt Ltd,success,98.0,esg_outputs\Wockhardt_Ltd_esg.json,190,
Bharti Airtel Ltd,success,98.0,esg_outputs\Bharti_Airtel_Ltd_esg.json,191,
Tasty Bite Eatables Ltd,failed,,,192,PDF download failed
Reliance Infrastructure Ltd,failed,,,193,PDF download failed
Reliance Power Ltd,success,98.0,esg_outputs\Reliance_Power_Ltd_esg.json,194,
Camlin Fine Sciences Ltd,success,98.0,esg_outputs\Camlin_Fine_Sciences_Ltd_esg.json,195,
Seamec Ltd,success,98.0,esg_outputs\Seamec_Ltd_esg.json,196,
Biocon Ltd,success,98.0,esg_outputs\Biocon_Ltd_esg.json,197,
Kirloskar Industries Ltd,success,98.0,esg_outputs\Kirloskar_Industries_Ltd_esg.json,198,
KEC International Ltd,success,98.0,esg_outputs\KEC_International_Ltd_esg.json,199,
Gloster Ltd,success,98.0,esg_outputs\Gloster_Ltd_esg.json,200,
Gandhar Oil Refinery (India) Ltd,success,98.0,esg_outputs\Gandhar_Oil_Refinery__India__Ltd_esg.json,201,
Cholamandalam Financial Holdings Ltd,success,98.0,esg_outputs\Cholamandalam_Financial_Holdings_Ltd_esg.json,202,
Adf Foods Ltd-,success,98.0,esg_outputs\Adf_Foods_Ltd-_esg.json,203,
Cello World Ltd,success,98.0,esg_outputs\Cello_World_Ltd_esg.json,204,
Man Infraconstruction Ltd,success,98.0,esg_outputs\Man_Infraconstruction_Ltd_esg.json,205,
Elgi Equipments Ltd,success,98.0,esg_outputs\Elgi_Equipments_Ltd_esg.json,206,
Rane Holdings Ltd,success,98.0,esg_outputs\Rane_Holdings_Ltd_esg.json,207,
Galaxy Surfactants Ltd,success,98.0,esg_outputs\Galaxy_Surfactants_Ltd_esg.json,208,
Bombay Dyeing & Manufacturing Company Ltd,success,98.0,esg_outputs\Bombay_Dyeing___Manufacturing_Company_Ltd_esg.json,209,
Bata India Ltd,failed,,,210,PDF download failed
Ashok Leyland Ltd,success,98.0,esg_outputs\Ashok_Leyland_Ltd_esg.json,211,
S H Kelkar and Company Ltd,success,98.0,esg_outputs\S_H_Kelkar_and_Company_Ltd_esg.json,212,
Bajel Projects Ltd,success,98.0,esg_outputs\Bajel_Projects_Ltd_esg.json,213,
Abbott India Ltd,success,98.0,esg_outputs\Abbott_India_Ltd_esg.json,214,
Godrej Industries Ltd,success,98.0,esg_outputs\Godrej_Industries_Ltd_esg.json,215,
Endurance Technologies Ltd,success,98.0,esg_outputs\Endurance_Technologies_Ltd_esg.json,216,
Century Enka Ltd,success,98.0,esg_outputs\Century_Enka_Ltd_esg.json,217,
Xchanging Solutions Ltd,success,98.0,esg_outputs\Xchanging_Solutions_Ltd_esg.json,218,
Chemplast Sanmar Ltd,success,98.0,esg_outputs\Chemplast_Sanmar_Ltd_esg.json,219,
Sun Pharma Advanced Research Company Ltd,success,98.0,esg_outputs\Sun_Pharma_Advanced_Research_Company_Ltd_esg.json,220,
Praveg Ltd,success,98.0,esg_outputs\Praveg_Ltd_esg.json,221,
Automotive Axles Ltd,success,98.0,esg_outputs\Automotive_Axles_Ltd_esg.json,222,
Rossell India Ltd,success,98.0,esg_outputs\Rossell_India_Ltd_esg.json,223,
Ramco Systems Ltd,success,98.0,esg_outputs\Ramco_Systems_Ltd_esg.json,224,
Sasken Technologies Ltd,success,98.0,esg_outputs\Sasken_Technologies_Ltd_esg.json,225,
JM Financial Ltd-,success,98.0,esg_outputs\JM_Financial_Ltd-_esg.json,226,
Amber Enterprises India Ltd,success,98.0,esg_outputs\Amber_Enterprises_India_Ltd_esg.json,227,
Fermenta Biotech Ltd,success,98.0,esg_outputs\Fermenta_Biotech_Ltd_esg.json,228,
Godrej Industries Ltd,success,98.0,esg_outputs\Godrej_Industries_Ltd_esg.json,229,
Avenue Supermarts Ltd,success,98.0,esg_outputs\Avenue_Supermarts_Ltd_esg.json,230,
Lupin Ltd,success,98.0,esg_outputs\Lupin_Ltd_esg.json,231,
Avanti Feeds Ltd-,success,98.0,esg_outputs\Avanti_Feeds_Ltd-_esg.json,232,
Bajaj Consumer Care Ltd,success,98.0,esg_outputs\Bajaj_Consumer_Care_Ltd_esg.json,233,
Britannia Industries Ltd,success,98.0,esg_outputs\Britannia_Industries_Ltd_esg.json,234,
TVS Supply Chain Solutions Ltd,success,98.0,esg_outputs\TVS_Supply_Chain_Solutions_Ltd_esg.json,235,
La Opala RG Ltd,success,98.0,esg_outputs\La_Opala_RG_Ltd_esg.json,236,
Kama Holdings Ltd-,success,98.0,esg_outputs\Kama_Holdings_Ltd-_esg.json,237,
Alkem Laboratories Ltd,success,98.0,esg_outputs\Alkem_Laboratories_Ltd_esg.json,238,
Disa India Ltd,success,98.0,esg_outputs\Disa_India_Ltd_esg.json,239,
Linde India Ltd,success,98.0,esg_outputs\Linde_India_Ltd_esg.json,240,
GIC Housing Finance Ltd,success,98.0,esg_outputs\GIC_Housing_Finance_Ltd_esg.json,241,
Bombay Burmah Trading Corporation Ltd,success,98.0,esg_outputs\Bombay_Burmah_Trading_Corporation_Ltd_esg.json,242,
Amara Raja Energy & Mobility Ltd,success,98.0,esg_outputs\Amara_Raja_Energy___Mobility_Ltd_esg.json,243,
Manappuram Finance Ltd,success,98.0,esg_outputs\Manappuram_Finance_Ltd_esg.json,244,
Hindustan Construction Company Ltd,success,98.0,esg_outputs\Hindustan_Construction_Company_Ltd_esg.json,245,
AVT Natural Products Ltd,success,98.0,esg_outputs\AVT_Natural_Products_Ltd_esg.json,246,
Timex Group India Ltd-,success,98.0,esg_outputs\Timex_Group_India_Ltd-_esg.json,247,
Ramco Industries Ltd,success,98.0,esg_outputs\Ramco_Industries_Ltd_esg.json,248,
Blue Dart Express Ltd,success,98.0,esg_outputs\Blue_Dart_Express_Ltd_esg.json,249,
Aegis Logistics Ltd,success,98.0,esg_outputs\Aegis_Logistics_Ltd_esg.json,250,
Nava Ltd,success,98.0,esg_outputs\Nava_Ltd_esg.json,251,
Berger Paints India Ltd,success,98.0,esg_outputs\Berger_Paints_India_Ltd_esg.json,252,
PI Industries Ltd,success,98.0,esg_outputs\PI_Industries_Ltd_esg.json,253,
Grasim Industries Ltd,success,98.0,esg_outputs\Grasim_Industries_Ltd_esg.json,254,
India Cements Ltd,success,98.0,esg_outputs\India_Cements_Ltd_esg.json,255,
VA Tech Wabag Ltd,success,98.0,esg_outputs\VA_Tech_Wabag_Ltd_esg.json,256,
Timken India Ltd,success,98.0,esg_outputs\Timken_India_Ltd_esg.json,257,
Aditya Birla Capital Ltd,success,98.0,esg_outputs\Aditya_Birla_Capital_Ltd_esg.json,258,
Rajratan Global Wire Ltd,success,98.0,esg_outputs\Rajratan_Global_Wire_Ltd_esg.json,259,
Kovai Medical Center & Hospital Ltd,success,98.0,esg_outputs\Kovai_Medical_Center___Hospital_Ltd_esg.json,260,
Unimech Aerospace and Manufacturing Ltd,failed,,,261,PDF download failed
AstraZeneca Pharma India Ltd,success,98.0,esg_outputs\AstraZeneca_Pharma_India_Ltd_esg.json,262,
City Union Bank Ltd,success,98.0,esg_outputs\City_Union_Bank_Ltd_esg.json,263,
Metropolis Healthcare Ltd,success,98.0,esg_outputs\Metropolis_Healthcare_Ltd_esg.json,264,
Repro India Ltd,success,98.0,esg_outputs\Repro_India_Ltd_esg.json,265,
GE Power India Ltd,success,98.0,esg_outputs\GE_Power_India_Ltd_esg.json,266,
Grauer & Weil India Ltd-,success,98.0,esg_outputs\Grauer___Weil_India_Ltd-_esg.json,267,
Vishnu Chemicals Ltd,success,98.0,esg_outputs\Vishnu_Chemicals_Ltd_esg.json,268,
Bayer CropScience Ltd,success,98.0,esg_outputs\Bayer_CropScience_Ltd_esg.json,269,
CCL Products (India) Ltd,success,98.0,esg_outputs\CCL_Products__India__Ltd_esg.json,270,
Dish TV India Ltd,success,98.0,esg_outputs\Dish_TV_India_Ltd_esg.json,271,
Deepak Nitrite Ltd-,success,98.0,esg_outputs\Deepak_Nitrite_Ltd-_esg.json,272,
Hitachi Energy India Ltd,success,98.0,esg_outputs\Hitachi_Energy_India_Ltd_esg.json,273,
Kalyani Steels Ltd,success,98.0,esg_outputs\Kalyani_Steels_Ltd_esg.json,274,
Eternal Ltd,failed,,,275,PDF download failed
Globus Spirits Ltd,success,98.0,esg_outputs\Globus_Spirits_Ltd_esg.json,276,
LG Balakrishnan & Bros Ltd,failed,,,277,PDF download failed
RailTel Corporation of India Ltd,failed,,,278,PDF download failed
NGL Fine Chem Ltd,success,98.0,esg_outputs\NGL_Fine_Chem_Ltd_esg.json,279,
India Pesticides Ltd,success,98.0,esg_outputs\India_Pesticides_Ltd_esg.json,280,
Transworld Shipping Lines Ltd,success,98.0,esg_outputs\Transworld_Shipping_Lines_Ltd_esg.json,281,
Fine Organic Industries Ltd,success,98.0,esg_outputs\Fine_Organic_Industries_Ltd_esg.json,282,
Can Fin Homes Ltd,failed,,,283,PDF download failed
Bharti Hexacom Ltd,success,98.0,esg_outputs\Bharti_Hexacom_Ltd_esg.json,284,
InterGlobe Aviation Ltd,success,98.0,esg_outputs\InterGlobe_Aviation_Ltd_esg.json,285,
TVS Motor Company Ltd,success,98.0,esg_outputs\TVS_Motor_Company_Ltd_esg.json,286,
Bharat Heavy Electricals Ltd,success,98.0,esg_outputs\Bharat_Heavy_Electricals_Ltd_esg.json,287,
TVS Holdings Ltd,success,98.0,esg_outputs\TVS_Holdings_Ltd_esg.json,288,
Yes Bank Ltd,success,98.0,esg_outputs\Yes_Bank_Ltd_esg.json,289,
Excel Industries Ltd,success,98.0,esg_outputs\Excel_Industries_Ltd_esg.json,290,
PNB Housing Finance Ltd,success,98.0,esg_outputs\PNB_Housing_Finance_Ltd_esg.json,291,
UltraTech Cement Ltd,success,98.0,esg_outputs\UltraTech_Cement_Ltd_esg.json,292,
Hindustan Petroleum Corporation Ltd,success,98.0,esg_outputs\Hindustan_Petroleum_Corporation_Ltd_esg.json,293,
Wonderla Holidays Ltd,success,98.0,esg_outputs\Wonderla_Holidays_Ltd_esg.json,294,
The Anup Engineering Ltd,success,98.0,esg_outputs\The_Anup_Engineering_Ltd_esg.json,295,
Oriental Aromatics Ltd-,success,98.0,esg_outputs\Oriental_Aromatics_Ltd-_esg.json,296,
Eicher Motors Ltd,success,98.0,esg_outputs\Eicher_Motors_Ltd_esg.json,297,
Expleo Solutions Ltd,success,98.0,esg_outputs\Expleo_Solutions_Ltd_esg.json,298,
Sterlite Technologies Ltd,success,98.0,esg_outputs\Sterlite_Technologies_Ltd_esg.json,299,
Abans Financial Services Ltd,success,98.0,esg_outputs\Abans_Financial_Services_Ltd_esg.json,300,
Indo Count Industries Ltd,success,98.0,esg_outputs\Indo_Count_Industries_Ltd_esg.json,301,
Hindalco Industries Ltd,success,98.0,esg_outputs\Hindalco_Industries_Ltd_esg.json,302,
Restaurant Brands Asia Ltd,success,98.0,esg_outputs\Restaurant_Brands_Asia_Ltd_esg.json,303,
H.G. Infra Engineering Ltd,success,98.0,esg_outputs\H_G__Infra_Engineering_Ltd_esg.json,304,
Brigade Enterprises Ltd,success,98.0,esg_outputs\Brigade_Enterprises_Ltd_esg.json,305,
Flair Writing Industries Ltd,failed,,,306,PDF download failed
Repco Home Finance Ltd,success,98.0,esg_outputs\Repco_Home_Finance_Ltd_esg.json,307,
Sterling and Wilson Renewable Energy Ltd,success,98.0,esg_outputs\Sterling_and_Wilson_Renewable_Energy_Ltd_esg.json,308,
South Indian Bank Ltd,success,98.0,esg_outputs\South_Indian_Bank_Ltd_esg.json,309,
IKIO Technologies Ltd,success,98.0,esg_outputs\IKIO_Technologies_Ltd_esg.json,310,
Swiggy Ltd,success,98.0,esg_outputs\Swiggy_Ltd_esg.json,311,
Raghav Productivity Enhancers Ltd,success,98.0,esg_outputs\Raghav_Productivity_Enhancers_Ltd_esg.json,312,
Ceat Ltd,success,98.0,esg_outputs\Ceat_Ltd_esg.json,313,
Mangalam Cement Ltd,success,98.0,esg_outputs\Mangalam_Cement_Ltd_esg.json,314,
ZF Commercial Vehicle Control Systems India Ltd,success,98.0,esg_outputs\ZF_Commercial_Vehicle_Control_Systems_India_Ltd_esg.json,315,
Aptus Value Housing Finance India Ltd,success,98.0,esg_outputs\Aptus_Value_Housing_Finance_India_Ltd_esg.json,316,
Varroc Engineering Ltd,success,98.0,esg_outputs\Varroc_Engineering_Ltd_esg.json,317,
Lloyds Engineering Works Ltd,success,98.0,esg_outputs\Lloyds_Engineering_Works_Ltd_esg.json,318,
Bannari Amman Sugars Ltd,success,98.0,esg_outputs\Bannari_Amman_Sugars_Ltd_esg.json,319,
Hindustan Aeronautics Ltd,failed,,,320,PDF download failed
Everest Kanto Cylinder Ltd,success,98.0,esg_outputs\Everest_Kanto_Cylinder_Ltd_esg.json,321,
Bhagiradha Chemicals & Industries Ltd,success,98.0,esg_outputs\Bhagiradha_Chemicals___Industries_Ltd_esg.json,322,
Suven Life Sciences Ltd,success,98.0,esg_outputs\Suven_Life_Sciences_Ltd_esg.json,323,
Life Insurance Corporation of India,success,98.0,esg_outputs\Life_Insurance_Corporation_of_India_esg.json,324,
Mangalore Chemicals & Fertilizers Ltd,success,98.0,esg_outputs\Mangalore_Chemicals___Fertilizers_Ltd_esg.json,325,
West Coast Paper Mills Ltd,success,98.0,esg_outputs\West_Coast_Paper_Mills_Ltd_esg.json,326,
Bandhan Bank Ltd,failed,,,327,Data extraction failed
CMS Info Systems Ltd,success,98.0,esg_outputs\CMS_Info_Systems_Ltd_esg.json,328,
Paras Defence and Space Technologies Ltd,success,98.0,esg_outputs\Paras_Defence_and_Space_Technologies_Ltd_esg.json,329,
Minda Corporation Ltd,success,98.0,esg_outputs\Minda_Corporation_Ltd_esg.json,330,
Gland Pharma Ltd,success,98.0,esg_outputs\Gland_Pharma_Ltd_esg.json,331,
IOL Chemicals & Pharmaceuticals Ltd,success,98.0,esg_outputs\IOL_Chemicals___Pharmaceuticals_Ltd_esg.json,332,
Greenply Industries Ltd,success,98.0,esg_outputs\Greenply_Industries_Ltd_esg.json,333,
DCB Bank Ltd,success,98.0,esg_outputs\DCB_Bank_Ltd_esg.json,334,
Bharat Petroleum Corporation Ltd,success,98.0,esg_outputs\Bharat_Petroleum_Corporation_Ltd_esg.json,335,
Den Networks Ltd,success,98.0,esg_outputs\Den_Networks_Ltd_esg.json,336,
SBI Cards and Payment Services Ltd,success,98.0,esg_outputs\SBI_Cards_and_Payment_Services_Ltd_esg.json,337,
Niva Bupa Health Insurance Company Ltd,success,98.0,esg_outputs\Niva_Bupa_Health_Insurance_Company_Ltd_esg.json,338,
Ola Electric Mobility Ltd,success,98.0,esg_outputs\Ola_Electric_Mobility_Ltd_esg.json,339,
Utkarsh Small Finance Bank Ltd,success,98.0,esg_outputs\Utkarsh_Small_Finance_Bank_Ltd_esg.json,340,
Mahanagar Gas Ltd,success,98.0,esg_outputs\Mahanagar_Gas_Ltd_esg.json,341,
ZEN Technologies Ltd,success,98.0,esg_outputs\ZEN_Technologies_Ltd_esg.json,342,
